1;10000.0;12048.519426287672;10856.51614543617;15857.705015823787;18552.396812653424
2;10000.0;12371.883533903187;11399.185033279846;8755.883962612617;6579.516544166146
1;10000.0;12048.519426287672;10856.51614543617;15857.705015823787;17423.500278476142
2;10000.0;12371.883533903187;11399.185033279846;8755.883962612617;9673.447606453487
1;10000.0;12048.519426287672;10856.51614543617;15857.705015823787;15748.869075770226
2;10000.0;12371.883533903187;11399.185033279846;8755.883962612617;7484.139861827082
1;10000.0;12048.519426287672;10856.51614543617;11981.166347947137;12844.95360498176
2;10000.0;12371.883533903187;11399.185033279846;13479.657602081183;14792.503530108244
1;10000.0;12048.519426287672;10856.51614543617;11981.166347947137;9033.017227359936
2;10000.0;12371.883533903187;11399.185033279846;13479.657602081183;8279.673892424878
1;10000.0;12048.519426287672;10856.51614543617;11981.166347947137;12554.509340927223
2;10000.0;12371.883533903187;11399.185033279846;13479.657602081183;9455.316099102018
1;10000.0;12048.519426287672;10856.51614543617;10006.820889886754;8635.783325540024
2;10000.0;12371.883533903187;11399.185033279846;9960.5385597613;7462.537470248396
1;10000.0;12048.519426287672;10856.51614543617;10006.820889886754;10897.215910098674
2;10000.0;12371.883533903187;11399.185033279846;9960.5385597613;10935.585993209357
1;10000.0;12048.519426287672;10856.51614543617;10006.820889886754;10484.769098469744
2;10000.0;12371.883533903187;11399.185033279846;9960.5385597613;6170.535634875807
1;10000.0;12048.519426287672;14903.882896830224;13860.029334235845;16039.73275520876
2;10000.0;12371.883533903187;12232.02002605546;10061.079700262695;8994.603713724066
1;10000.0;12048.519426287672;14903.882896830224;13860.029334235845;12363.490465430661
2;10000.0;12371.883533903187;12232.02002605546;10061.079700262695;8667.603753129251
1;10000.0;12048.519426287672;14903.882896830224;13860.029334235845;16271.795202745097
2;10000.0;12371.883533903187;12232.02002605546;10061.079700262695;11705.182231175411
1;10000.0;12048.519426287672;14903.882896830224;18618.935337924057;18228.251086882297
2;10000.0;12371.883533903187;12232.02002605546;13955.59733146088;11964.531071650512
1;10000.0;12048.519426287672;14903.882896830224;18618.935337924057;20143.42781341086
2;10000.0;12371.883533903187;12232.02002605546;13955.59733146088;16019.097615359557
1;10000.0;12048.519426287672;14903.882896830224;18618.935337924057;12862.408298850212
2;10000.0;12371.883533903187;12232.02002605546;13955.59733146088;8637.402972978281
1;10000.0;12048.519426287672;14903.882896830224;13900.801374486568;13567.215747278424
2;10000.0;12371.883533903187;12232.02002605546;13254.265912475768;14627.499682538348
1;10000.0;12048.519426287672;14903.882896830224;13900.801374486568;11625.098989889631
2;10000.0;12371.883533903187;12232.02002605546;13254.265912475768;10668.735332576362
1;10000.0;12048.519426287672;14903.882896830224;13900.801374486568;17795.319901607334
2;10000.0;12371.883533903187;12232.02002605546;13254.265912475768;13446.452646571135
1;10000.0;12048.519426287672;13154.039577507034;11401.936694678383;14011.59968021823
2;10000.0;12371.883533903187;15436.307995012625;12289.556580115364;7513.83682258179
1;10000.0;12048.519426287672;13154.039577507034;11401.936694678383;12205.266160818204
2;10000.0;12371.883533903187;15436.307995012625;12289.556580115364;13068.516600592953
1;10000.0;12048.519426287672;13154.039577507034;11401.936694678383;9317.538214222051
2;10000.0;12371.883533903187;15436.307995012625;12289.556580115364;8440.034098775379
1;10000.0;12048.519426287672;13154.039577507034;12379.927772276977;11536.157689862439
2;10000.0;12371.883533903187;15436.307995012625;15871.916817043433;16282.36958375543
1;10000.0;12048.519426287672;13154.039577507034;12379.927772276977;13673.894287226063
2;10000.0;12371.883533903187;15436.307995012625;15871.916817043433;10570.872614736296
1;10000.0;12048.519426287672;13154.039577507034;12379.927772276977;16923.534986220944
2;10000.0;12371.883533903187;15436.307995012625;15871.916817043433;17078.239118682577
1;10000.0;12048.519426287672;13154.039577507034;16713.633434756408;11182.944735876761
2;10000.0;12371.883533903187;15436.307995012625;17915.907850610336;10552.53372022906
1;10000.0;12048.519426287672;13154.039577507034;16713.633434756408;14687.371178255316
2;10000.0;12371.883533903187;15436.307995012625;17915.907850610336;12047.398423855364
1;10000.0;12048.519426287672;13154.039577507034;16713.633434756408;17942.30817717396
2;10000.0;12371.883533903187;15436.307995012625;17915.907850610336;19483.081064051472
1;10000.0;10579.727649572853;13565.008464881292;13808.190897691353;12200.727836135507
2;10000.0;10392.498493175079;11196.314053001146;12654.470741415293;9289.24244681268
1;10000.0;10579.727649572853;13565.008464881292;13808.190897691353;15519.521824438678
2;10000.0;10392.498493175079;11196.314053001146;12654.470741415293;14281.934831174183
1;10000.0;10579.727649572853;13565.008464881292;13808.190897691353;11245.68088236309
2;10000.0;10392.498493175079;11196.314053001146;12654.470741415293;11638.578743475251
1;10000.0;10579.727649572853;13565.008464881292;13249.399543843909;11270.109701006268
2;10000.0;10392.498493175079;11196.314053001146;9775.75271986865;8892.204666475305
1;10000.0;10579.727649572853;13565.008464881292;13249.399543843909;15975.756145891102
2;10000.0;10392.498493175079;11196.314053001146;9775.75271986865;12425.026632909403
1;10000.0;10579.727649572853;13565.008464881292;13249.399543843909;15864.587716118993
2;10000.0;10392.498493175079;11196.314053001146;9775.75271986865;9545.485231631777
1;10000.0;10579.727649572853;13565.008464881292;17079.05954048594;16112.494941058067
2;10000.0;10392.498493175079;11196.314053001146;15456.971857988847;15312.551010647157
1;10000.0;10579.727649572853;13565.008464881292;17079.05954048594;20631.941035117277
2;10000.0;10392.498493175079;11196.314053001146;15456.971857988847;20853.01660131332
1;10000.0;10579.727649572853;13565.008464881292;17079.05954048594;22805.562250104864
2;10000.0;10392.498493175079;11196.314053001146;15456.971857988847;13671.14933719573
1;10000.0;10579.727649572853;9930.56011331791;8560.901935055383;8628.926474272479
2;10000.0;10392.498493175079;9326.405063884047;8570.21277700621;7089.278715577102
1;10000.0;10579.727649572853;9930.56011331791;8560.901935055383;9969.404067626665
2;10000.0;10392.498493175079;9326.405063884047;8570.21277700621;10253.554358212185
1;10000.0;10579.727649572853;9930.56011331791;8560.901935055383;6658.304685734483
2;10000.0;10392.498493175079;9326.405063884047;8570.21277700621;8677.126940449707
1;10000.0;10579.727649572853;9930.56011331791;12015.658842062068;14652.736336622953
2;10000.0;10392.498493175079;9326.405063884047;8738.187377678103;9724.242157694545
1;10000.0;10579.727649572853;9930.56011331791;12015.658842062068;10791.11203899746
2;10000.0;10392.498493175079;9326.405063884047;8738.187377678103;9370.657197475532
1;10000.0;10579.727649572853;9930.56011331791;12015.658842062068;10717.166820858825
2;10000.0;10392.498493175079;9326.405063884047;8738.187377678103;6891.223329944552
1;10000.0;10579.727649572853;9930.56011331791;11258.987331511218;11746.666414744275
2;10000.0;10392.498493175079;9326.405063884047;11543.892408090936;10221.927276052618
1;10000.0;10579.727649572853;9930.56011331791;11258.987331511218;13970.13383971987
2;10000.0;10392.498493175079;9326.405063884047;11543.892408090936;13534.68564096459
1;10000.0;10579.727649572853;9930.56011331791;11258.987331511218;8665.76832638071
2;10000.0;10392.498493175079;9326.405063884047;11543.892408090936;10990.742125906343
1;10000.0;10579.727649572853;10425.506836204086;9595.556295414597;8504.201306372366
2;10000.0;10392.498493175079;12357.736718155988;10750.281321232549;10861.517488295933
1;10000.0;10579.727649572853;10425.506836204086;9595.556295414597;11758.34176382023
2;10000.0;10392.498493175079;12357.736718155988;10750.281321232549;12041.573053813663
1;10000.0;10579.727649572853;10425.506836204086;9595.556295414597;8436.8780961132
2;10000.0;10392.498493175079;12357.736718155988;10750.281321232549;7916.338257255812
1;10000.0;10579.727649572853;10425.506836204086;13342.289277824708;15400.363053943582
2;10000.0;10392.498493175079;12357.736718155988;13860.541754505964;11056.937148360661
1;10000.0;10579.727649572853;10425.506836204086;13342.289277824708;11591.755668216363
2;10000.0;10392.498493175079;12357.736718155988;13860.541754505964;11098.824184777643
1;10000.0;10579.727649572853;10425.506836204086;13342.289277824708;14787.391708477575
2;10000.0;10392.498493175079;12357.736718155988;13860.541754505964;16043.784258082764
1;10000.0;10579.727649572853;10425.506836204086;10181.504126463647;11360.113141778285
2;10000.0;10392.498493175079;12357.736718155988;14254.609220481421;16620.10822557386
1;10000.0;10579.727649572853;10425.506836204086;10181.504126463647;10944.197492003896
2;10000.0;10392.498493175079;12357.736718155988;14254.609220481421;12265.08483052556
1;10000.0;10579.727649572853;10425.506836204086;10181.504126463647;8135.078975758559
2;10000.0;10392.498493175079;12357.736718155988;14254.609220481421;11761.336488809256
1;10000.0;9097.657889366412;8853.664010656636;10279.278399073652;8892.435213825756
2;10000.0;8777.605590914754;10260.009649333457;12278.057846022291;14742.276884195786
1;10000.0;9097.657889366412;8853.664010656636;10279.278399073652;9183.828255251883
2;10000.0;8777.605590914754;10260.009649333457;12278.057846022291;10144.048781437694
1;10000.0;9097.657889366412;8853.664010656636;10279.278399073652;12433.233197260903
2;10000.0;8777.605590914754;10260.009649333457;12278.057846022291;12770.088670087314
1;10000.0;9097.657889366412;8853.664010656636;6869.089384204826;11119.742601510103
2;10000.0;8777.605590914754;10260.009649333457;8161.786081506801;10007.19694763933
1;10000.0;9097.657889366412;8853.664010656636;6869.089384204826;7497.793940874627
2;10000.0;8777.605590914754;10260.009649333457;8161.786081506801;9685.761357898471
1;10000.0;9097.657889366412;8853.664010656636;6869.089384204826;6991.926650015205
2;10000.0;8777.605590914754;10260.009649333457;8161.786081506801;7286.046231770042
1;10000.0;9097.657889366412;8853.664010656636;8931.312212515943;8457.299100163924
2;10000.0;8777.605590914754;10260.009649333457;9637.466602499308;7481.512361959633
1;10000.0;9097.657889366412;8853.664010656636;8931.312212515943;9960.837220020363
2;10000.0;8777.605590914754;10260.009649333457;9637.466602499308;10666.187757526326
1;10000.0;9097.657889366412;8853.664010656636;8931.312212515943;6834.265202592733
2;10000.0;8777.605590914754;10260.009649333457;9637.466602499308;8769.827449756842
1;10000.0;9097.657889366412;11678.441875946395;9887.099947127304;10655.874472422169
2;10000.0;8777.605590914754;9815.548404283623;8429.348629631404;9049.161263192893
1;10000.0;9097.657889366412;11678.441875946395;9887.099947127304;7554.442897898443
2;10000.0;8777.605590914754;9815.548404283623;8429.348629631404;6979.379369682561
1;10000.0;9097.657889366412;11678.441875946395;9887.099947127304;4947.644980279684
2;10000.0;8777.605590914754;9815.548404283623;8429.348629631404;5657.740128326813
1;10000.0;9097.657889366412;11678.441875946395;12950.449952343142;15742.697388001996
2;10000.0;8777.605590914754;9815.548404283623;9602.418953674378;11078.955508494788
1;10000.0;9097.657889366412;11678.441875946395;12950.449952343142;11393.368882739773
2;10000.0;8777.605590914754;9815.548404283623;9602.418953674378;9636.00297132257
1;10000.0;9097.657889366412;11678.441875946395;12950.449952343142;13121.914097968796
2;10000.0;8777.605590914754;9815.548404283623;9602.418953674378;7110.8001145740245
1;10000.0;9097.657889366412;11678.441875946395;12952.259382903501;14723.20306148737
2;10000.0;8777.605590914754;9815.548404283623;12777.990725625115;14726.499307358532
1;10000.0;9097.657889366412;11678.441875946395;12952.259382903501;13155.460559525194
2;10000.0;8777.605590914754;9815.548404283623;12777.990725625115;10415.148687729812
1;10000.0;9097.657889366412;11678.441875946395;12952.259382903501;9693.495593881084
2;10000.0;8777.605590914754;9815.548404283623;12777.990725625115;11302.648250078153
1;10000.0;9097.657889366412;8546.95213114187;8321.440680845935;9982.402032950788
2;10000.0;8777.605590914754;7706.036579586299;6337.005669513331;6688.5407506583615
1;10000.0;9097.657889366412;8546.95213114187;8321.440680845935;7183.392260906189
2;10000.0;8777.605590914754;7706.036579586299;6337.005669513331;5606.752801649118
1;10000.0;9097.657889366412;8546.95213114187;8321.440680845935;9877.319995799613
2;10000.0;8777.605590914754;7706.036579586299;6337.005669513331;8653.06610313709
1;10000.0;9097.657889366412;8546.95213114187;7548.520858295271;6958.646899893815
2;10000.0;8777.605590914754;7706.036579586299;8177.204582957946;6487.372356009299
1;10000.0;9097.657889366412;8546.95213114187;7548.520858295271;9120.372719277368
2;10000.0;8777.605590914754;7706.036579586299;8177.204582957946;9369.792587225575
1;10000.0;9097.657889366412;8546.95213114187;7548.520858295271;6815.565129271194
2;10000.0;8777.605590914754;7706.036579586299;8177.204582957946;8123.5802425414095
1;10000.0;9097.657889366412;8546.95213114187;10727.630539221298;8769.91519071642
2;10000.0;8777.605590914754;7706.036579586299;8935.488110142607;9946.18323442193
1;10000.0;9097.657889366412;8546.95213114187;10727.630539221298;13076.782482330294
2;10000.0;8777.605590914754;7706.036579586299;8935.488110142607;10356.93700065069
1;10000.0;9097.657889366412;8546.95213114187;10727.630539221298;10396.9501594076
2;10000.0;8777.605590914754;7706.036579586299;8935.488110142607;7531.3567705654405
